ID;ID_ORIGINAL;ID_EQUIPO;EQUIPO;MARCA;MODELO;SERIE;ACTIVO_FIJO;AREA;UBICACION;REGISTRO_SANITARIO;CLASIFICACION_RIESGO;ESTADO;PROPIETARIO_EQUIPO;ENCARGADO_MTTO_MP;PERIODICIDAD_MP
1073;1074;369;Monitor Multiparametrico;Mindray;Imec10;EX-42014631;V114455;Gastroscopia;Sala de procedimientos Gastroscopio;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1074;1075;364;Monitor Multiparametrico;Edan;IM8;360001-M20507020009;N3280;Hospitalizacion;Estacion de enfermeria 4 sur;INVIMA 2021EBC-0006222-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1075;1076;359;Monitor Multiparametrico;BioCare;IM12;C519110132;N.I;Cirugia;Recuperacion;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1076;1077;362;Monitor Multiparametrico;BioCare;im12;6114100288;V115433;Rehabilitacion Cardiaca;Rehabilitacion cardiaca;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1077;1078;358;Monitor Multiparametrico;BioCare;IM-15;7115030184;V116009;UCI 2;Transporte;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1078;1079;353;Monitor Multiparametrico;BioCare;BM-9000S;1309090480;1041000123;UCI 1;Cubiculo 4- Bodega Uci;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1079;1080;353;Monitor Multiparametrico;BioCare;BM-9000S;A0800892;1041000131;Hospitalizacion;Carro de paro 6to piso;INVIMA 2010EBC-0006587;CLASE IIB;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1080;1081;357;Monitor Multiparametrico;BioCare;IM-12;C519030059;No especifica;UCI 1;Cubiculo 03;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1081;1082;353;Monitor Multiparametrico;BioCare;BM-9000S;1308100361;V102675;UCI 1;CARRO DE PARO;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1082;1083;353;Monitor Multiparametrico;BioCare;BM-9000S;1308080258;V101292;UCIN;CARRO DE PARO;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1083;1084;356;Monitor Multiparametrico;BioCare;IM 15;7115030188;V116018;UCI 1;TRANSPORTE;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1084;1085;357;Monitor Multiparametrico;BioCare;IM-12;6114110298;N.I;Cirugia;Cubiculo 5;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1085;1086;353;Monitor Multiparametrico;BioCare;BM-9000S;1309110534;V106807;Cirugia;Recuperacion;INVIMA 2010EBC-0006587;CLASE IIB;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1086;1087;353;Monitor Multiparametrico;BioCare;BM-9000S;1309110532;V105702;UCI 2;Carro de Paro;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1087;1088;369;Monitor Multiparametrico;Mindray;Imec10;EX-42014625;V114453;UCI 1;Cubiculo 2- Bodega Uci;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1088;1089;353;Monitor Multiparametrico;BioCare;BM-9000S;1007060006;1041000122;Cirugia;Recuperacion;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1089;1090;369;Monitor Multiparametrico;Mindray;Imec10;EX-38009213;N.I;Cirugia;Recuperacion;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1090;1091;371;Monitor Multiparametrico;Mindray;imec10;EX36006985;V112912;Cirugia;Cuarto de equipos;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1091;1092;360;Monitor Multiparametrico;BioCare;IM15;C515070049;V116872;Unidad Renal;Procedimientos hemodialisis;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1092;1093;362;Monitor Multiparametrico;BioCare;im12;C515070048;V116873;Imagenes Diagnosticas;Carro de paro;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1093;1094;371;Monitor Multiparametrico;Mindray;imec10;EX36006980;V112911;Urgencias;Aislamiento;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1094;1095;363;Monitor Multiparametrico;BioCare;im15;c517110394;N909;Urgencias;Aislamiento 2;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1095;1096;363;Monitor Multiparametrico;BioCare;im15;C515070038;V116871;Urgencias;Obs. camilla #10;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1096;1097;362;Monitor Multiparametrico;BioCare;im12;c517110386;N908;Urgencias;Obs. camilla #11;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1097;1098;362;Monitor Multiparametrico;BioCare;im12;c517110381;N1104;CMB;Vacunacion;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1098;1099;366;Monitor Multiparametrico;General Electric;B105M;SR622360003SA;N8405;Cirugia;Recuperacion;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1099;1100;359;Monitor Multiparametrico;BioCare;IM12;7115030186;V116015;UCI 1;Cubiculo 11-Bodega 3er piso;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1100;1101;364;Monitor Multiparametrico;Edan;IM8;360001-M21119620007;N3279;Rehabilitacion Cardiaca;Carro de paro;INVIMA 2021EBC-0006222-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1101;1102;353;Monitor Multiparametrico;BioCare;BM-9000S;1309090511;N.I;UCI 1;Cubiculo 3- Bodega Uci;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1102;1103;353;Monitor Multiparametrico;BioCare;BM-9000S;1309070319;V102732;UCI 1;Cubiculo 10- Bodega Uci;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1103;1104;359;Monitor Multiparametrico;BioCare;IM12;7115030168;V116006;UCIN;Cubiculo 4;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1104;1105;353;Monitor Multiparametrico;BioCare;BM-9000S;1308120409;N.I;UCI 1;Cubiculo 5- Bodega Uci;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1105;1106;364;Monitor Multiparametrico;Edan;IM8;360001-M20507020040;N3278;Hospitalizacion;Carro de paro 4 piso;INVIMA 2021EBC-0006222-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1106;1107;364;Monitor Multiparametrico;Edan;IM8;360001-K21200010010;v107584;Urgencias;Observacion 3;INVIMA 2021EBC-0006222-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1107;1108;353;Monitor Multiparametrico;BioCare;BM-9000S;1309110528;V107133;UCI 1;Cubiculo 7- Bodega Uci;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1108;1109;366;Monitor Multiparametrico;General Electric;B105M;SR622360004SA;N8406;Cirugia;Recuperacion;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1109;1110;362;Monitor Multiparametrico;BioCare;im12;c520070273;N.I;UCIN;CUBICULO 1;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1110;1111;362;Monitor Multiparametrico;BioCare;im12;c517110380;n1103;UCIN;Cubiculo 6;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1111;1112;371;Monitor Multiparametrico;Mindray;imec10;EX42014654;v114454;UCIN;cubiculo 9;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1112;1113;363;Monitor Multiparametrico;BioCare;im15;7115030195;v116010;Cirugia;preparacion de pacientes;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1113;1114;363;Monitor Multiparametrico;BioCare;im15;7115030197;v116013;UCIN;CUBICULO 7;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1114;1115;363;Monitor Multiparametrico;BioCare;im15;C517110392;N910;UCI 1;cubiculo 6- Bodega Uci;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1115;1116;363;Monitor Multiparametrico;BioCare;im15;C517110387;N911;UCIN;CUBICULO 2;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1116;1117;359;Monitor Multiparametrico;BioCare;IM12;C520030031;N.I;UCI 1;Cubiculo 12;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1117;1118;359;Monitor Multiparametrico;BioCare;IM12;6114090194;N.I;UCIN;CUBICULO 8;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1118;1119;359;Monitor Multiparametrico;BioCare;IM12;7115030196;V116004;UCIN;cubiculo 3;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1119;1120;359;Monitor Multiparametrico;BioCare;IM12;6114110301;N.I;UCI 1;Cubiculo 11;INVIMA 2010EBC-0006587;CLASE IIB;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1120;1121;359;Monitor Multiparametrico;BioCare;IM12;C520070268;N.I;UCI 1;Cubiculo 2;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1121;1122;359;Monitor Multiparametrico;BioCare;IM12;7115030165;V116014;UCI 1;Cubiculo 13;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1122;1123;359;Monitor Multiparametrico;BioCare;IM12;C520070270;N2549;UCI 1;Cubiculo 6;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1123;1124;359;Monitor Multiparametrico;BioCare;IM12;C519030058;N2005;UCI 1;Cubiculo 7;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1124;1125;361;Monitor Multiparametrico;BioCare;Im12;IM15-7115030185;V116020;UCI 1;Cubiculo 14;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1125;1126;361;Monitor Multiparametrico;BioCare;Im12;7115030178;V116008;UCI 1;Cubiculo 4;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1126;1127;362;Monitor Multiparametrico;BioCare;im12;7115030174;V116022;UCI 1;cubiculo 5;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1127;1128;362;Monitor Multiparametrico;BioCare;im12;c520030030;N.I;UCI 1;cubiculo 10;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1128;1129;356;Monitor Multiparametrico;BioCare;IM 15;7115030177;v116012;UCI 1;Cubiculo 09;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1129;1130;362;Monitor Multiparametrico;BioCare;im12;c520070267;N.I;UCI 1;cubiculo 08;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1130;1131;363;Monitor Multiparametrico;BioCare;im15;IM15-7115030176;v116017;UCIN;TRASNPORTE;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1131;1132;363;Monitor Multiparametrico;BioCare;im15;7115030192;V116016;UCI 1;CUBICULO 1;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1132;1133;369;Monitor Multiparametrico;Mindray;Imec10;EX42014649;V114451;Urgencias;Triagge 2;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1133;1134;355;Monitor Multiparametrico;BioCare;Bm-9000S;1309090500;V102681;Urgencias;Triagge 1;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1134;1135;355;Monitor Multiparametrico;BioCare;Bm-9000S;A0807713;V113595;Urgencias;Obs. camilla # 1;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1135;1136;355;Monitor Multiparametrico;BioCare;Bm-9000S;1309070373;V107583;Urgencias;Obs. camilla #2;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1136;1137;359;Monitor Multiparametrico;BioCare;IM12;C519110114;N2108;Urgencias;Obs. camilla #7;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1137;1138;359;Monitor Multiparametrico;BioCare;IM12;C519110128;AF30692;Urgencias;Obs. camilla #9;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1138;1139;359;Monitor Multiparametrico;BioCare;IM12;C516070219;N2107;Urgencias;Observacion 1;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1139;1140;359;Monitor Multiparametrico;BioCare;IM12;3413080303;V115817;Urgencias;Obs. camilla #8;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1140;1141;369;Monitor Multiparametrico;Mindray;Imec10;EX-36006982;V113323;Urgencias;Obs. camilla #6;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1141;1142;355;Monitor Multiparametrico;BioCare;Bm-9000S;1309070326;AF30894;Urgencias;Obs. camilla #3;INVIMA 2010EBC-0006587;CLASE IIB;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1142;1143;359;Monitor Multiparametrico;BioCare;IM12;C518040158;N2106;Urgencias;Obs. camilla #4;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1143;1144;355;Monitor Multiparametrico;BioCare;Bm-9000S;1309090492;N.I;Urgencias;Obs. camilla #5;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1144;1145;359;Monitor Multiparametrico;BioCare;IM12;C518100235;N2006;Urgencias;Reanimacion;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1145;1146;366;Monitor Multiparametrico;General Electric;B105M;SR622360008SA;N8408;UCI 1;Cubiculo 9- Bodega Uci;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1146;1147;366;Monitor Multiparametrico;General Electric;B105M;SR22360010SA;N8410;UCI 1;Cubiculo 9- Bodega Uci;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1147;1148;366;Monitor Multiparametrico;General Electric;B105M;SR622360009SA;N8409;Hemodinamia;Preparacion pacientes;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;G Barco;SEMESTRAL
1148;1149;366;Monitor Multiparametrico;General Electric;B105M;SR623030003SA;N9238;UCI 2;Cubiculo 28;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1149;1150;366;Monitor Multiparametrico;General Electric;B105M;SR623030004SA;N9239;UCI 2;Cubiculo 15;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1150;1151;366;Monitor Multiparametrico;General Electric;B105M;SR623030005SA;N9240;UCI 2;Cubiculo 21;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1151;1152;366;Monitor Multiparametrico;General Electric;B105M;SR623030006SA;N9241;UCI 2;Cubiculo 25;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1152;1153;366;Monitor Multiparametrico;General Electric;B105M;SR623030007SA;N9249;UCI 2;Cubiculo 20;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1153;1154;366;Monitor Multiparametrico;General Electric;B105M;SR623030008SA;N9242;UCI 2;Cubiculo 19;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1154;1155;366;Monitor Multiparametrico;General Electric;B105M;SR623030009SA;N9243;UCI 2;Cubiculo 17;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1155;1156;366;Monitor Multiparametrico;General Electric;B105M;SR622360010SA;N9244;UCI 2;Cubiculo 22;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1156;1157;366;Monitor Multiparametrico;General Electric;B105M;SR623030011SA;N9245;UCI 2;Cubiculo 16;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1157;1158;366;Monitor Multiparametrico;General Electric;B105M;SR623030013SA;N9247;UCI 2;Cubiculo 23;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1158;1159;366;Monitor Multiparametrico;General Electric;B105M;SR623030014SA;N9248;UCI 2;Cubibulo 29;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1159;1160;366;Monitor Multiparametrico;General Electric;B105M;SR623030015SA;N9250;UCI 2;Cubiculo 18;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1160;1161;366;Monitor Multiparametrico;General Electric;B105M;SR623030016SA;N9251;UCI 2;Cubiculo 27;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1161;1162;366;Monitor Multiparametrico;General Electric;B105M;SR622360005SA;N8407;UCI 2;Cubiculo 30;2019EBC-0001978-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1162;1163;366;Monitor Multiparametrico;General Electric;B105M;SR623030017SA;N9252;UCI 2;Cubiculo 26;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1163;1164;373;Motor electrico legend;Medtronic;MIDAS REX LEGEND;FM08250050;N.I;Central de Esterilizacion;Area de empaque;No especifica;No especifica;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1164;1165;374;Nebulizador;Devilbiss;5650D;D3197964;N.I;Terapia Respiratoria;Consultorio;2019EBC-0001978-R2;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1165;1166;376;Negatoscopio;Biopadis;Nacional;No especifica;V108445;Especialistas;Consultorio #12;No especifica;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1166;1167;375;Negatoscopio;Biopadis;N.I;N.I;V108546;Especialistas;Consultorio #1;No especifica;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1167;1168;375;Negatoscopio;Biopadis;N.I;N.I;V108544;Especialistas;Consultorio #4;No especifica;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1168;1169;377;Negatoscopio;Generico;N.I;N.I;AF30465 - 1035000017;Especialistas;Consultorio #9;No especifica;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1169;1170;378;Neumoinsuflador;Conmed;GS2000;94551LFI;N.I;Cirugia;Cuarto de equipos;INVIMA2019EBC-0020793;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1170;1171;379;Neumoinsuflador;Karl Storz;26 4320;NW15227-B;N.I;Cirugia;Cuarto de equipos;2019EBC-0001978-R3;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1171;1172;380;Neuroestimulador;Plexigon;7501-01-01 00:00:00;1040PC133;N.I;Cirugia;Recuperacion;2019EBC-0001978-R4;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1172;1173;390;Nevera;ELECTROLUX;EUC326NDHW;50302083;V116243;Banco de Sangre;Inmunohematologia;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1173;1174;397;Nevera;LG;GR302SH;302MR01217;2027000006;Banco de Sangre;Area de infecciosas;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1174;1175;385;Nevera;CENTRALES;N.I.;624271451;N.I;UCIN;UCIN;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1175;1176;393;Nevera;ICASA;ATE-8A;138490;2027000005;UCI 1;Estacion de enfermeria.;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1176;1177;389;Nevera;ELECTROLUX;EFUP313YSKW;50100835;V116240;Banco de Sangre;Area infecciosas;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1177;1178;403;Nevera;WHIRPOOL;WD555OL;HR20216874;V112719;Banco de Sangre;Bodega Coordinacion;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1178;1179;383;Nevera;ABBA;nwars0651p;180800527;n1764;Hospitalizacion;Cuarto de medicamentos 8vo;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1179;1180;382;Nevera;ABBA;Nvars0651p;180800529;n1766;Hospitalizacion;estacion de enfermeria 5 PISO NORTE;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del valle;CUATRIMESTRAL
1180;1181;382;Nevera;ABBA;Nvars0651p;180800003;N1767;Hospitalizacion;Trabajo limpio #4;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del valle;CUATRIMESTRAL
1181;1182;384;Nevera;Biored;BIORVP04G081900;BIO-R1900171;No especifica;Laboratorio;Toma de muestras Bosque;INVIMA 2019EBC-0003486-R5;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1182;1183;386;Nevera;CHALLENGER;(17 PIES NO FROST);3010031;2027000020;Laboratorio;Especiales;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1183;1184;388;Nevera;CHALLENGER;CR262;210201-03024;N.I;Laboratorio;Toma de Muestras Ferrocarriles;INVIMA 2019EBC-0003486-R7;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1184;1185;391;Nevera;Haceb;N15/NF ELEGANT;F-031063352;AF30162;Laboratorio;Microbiologia;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1185;1186;394;Nevera;INDURAMA;VFV-400;E00001700500840173;V114577;Laboratorio;Regionales (Microelisa);N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1186;1187;395;Nevera;LG;720C;78309601;AF30086;Laboratorio;Almacen;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1187;1188;392;Nevera;Haceb;RS-9A;F03106025;AF30285;Oncologia;Area medicamentos;INVIMA 2019EBC-0003486-R1;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del valle;CUATRIMESTRAL
1188;1189;401;Nevera;Vestfrost;MK 144 / Horizontal;20134087894;R;Partos;Consultorio;INVIMA 2019EBC-0003486-R2;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1189;1190;381;Nevera;ABBA;NVAR50651P;180800451;N1765;Hospitalizacion;PISO 6;INVIMA 2019EBC-0003486-R3;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1190;1191;387;Nevera;CHALLENGER;CR233;090523-00992;V102334;UCI 2;UCI 2;INVIMA 2019EBC-0003486-R4;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
1191;1192;398;Nevera;MELING;YC130L;231200683;N11153;Laboratorio;Toma de Muestras IPS Tequendama;INVIMA 2019EBC-0003486-R6;CLASE I;DISPONIBLE;Cosmitet Ltda.;BPL;CUATRIMESTRAL
1192;1193;400;Nevera;SAMSUNG;RT6WNPP1/SCL;JJGA4GR2B50226H;V108653;Laboratorio;Hematologia Coagulacion;N.I;CLASE I;DISPONIBLE;Cosmitet Ltda.;Biomedica del Valle;CUATRIMESTRAL
